year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
2010,Flood,Riverine flood,Kenya,0.01,34.5,2010,3,1,94,NA,NA,"Slide (land, mud, snow, rock)",Km2,40320
2010,Flood,Riverine flood,Nepal,28.35,84.78,2010,7,25,12,NA,NA,"Slide (land, mud, snow, rock)",Km2,132600
2010,Flood,Riverine flood,Panama,8.88,-78.59,2010,12,8,13,NA,NA,"Slide (land, mud, snow, rock)",Km2,23750
2010,Flood,Flash flood,Philippines (the),8.132,125.57,2010,12,24,110,47411,NA,"Slide (land, mud, snow, rock)",Km2,10773
2010,Flood,Riverine flood,Philippines (the),17.71,121.8,2010,11,1,16,NA,NA,"Slide (land, mud, snow, rock)",Km2,15301
2010,Flood,Riverine flood,Venezuela (Bolivarian Republic of),9.77,-66.93,2010,11,25,41,170000,NA,"Slide (land, mud, snow, rock)",Km2,180760
2010,Flood,Flash flood,Kazakhstan,45.08,79.21,2010,2,NA,44,34576,NA,Broken Dam/Burst bank,Km2,323800
2010,Flood,Riverine flood,Nigeria,12.78,4.5,2010,9,13,40,30000,NA,Broken Dam/Burst bank,Km2,8694
2010,Storm,Tropical cyclone,Philippines (the),17.1,121.47,2010,7,12,146,8675,Typhoon Conson (Basyang),Flood,Kph,120
2010,Storm,Tropical cyclone,Taiwan (Province of China),22.429,120.7,2010,9,18,2,63100,Typhoon Fanapi,Flood,Kph,220
2010,Storm,Convective storm,United States of America (the),36.07,-87.28,2010,4,30,30,2350000,NA,Flood,Kph,320
2010,Storm,Tropical cyclone,United States of America (the),28.89,-97.06,2010,9,7,8,NA,Tropical storm Hermine,Flood,Kph,NA
2010,Flood,Flash flood,Morocco,9.77,-66.93,2010,11,25,32,29000,NA,Transport accident,Km2,180760
2010,Flood,Riverine flood,Kenya,1.5,36,2010,5,8,100,NA,NA,NA,Km2,196100
2010,Flood,Riverine flood,Liberia,6.01,-7.2,2010,6,25,1,NA,NA,NA,Km2,NA
2010,Flood,Flash flood,Sri Lanka,7.275,80.3,2010,11,10,7,NA,NA,NA,Km2,11880
2010,Flood,Riverine flood,Sri Lanka,6.83,80.59,2010,5,14,28,105000,NA,NA,Km2,19210
2010,Flood,Riverine flood,Moldova (the Republic of),46.82,27.97,2010,7,5,1,NA,NA,NA,Km2,12210
2010,Earthquake,Ground movement,Mexico,32.2861667,-115.2953333,2010,4,4,2,1150000,NA,NA,Richter,7
2010,Flood,Riverine flood,Mozambique,-19.96,34.25,2010,2,22,5,NA,NA,NA,Km2,26370
2010,Flood,Riverine flood,Namibia,-18.69,23.23,2010,3,24,8,NA,NA,NA,Km2,64630
2010,Flood,Riverine flood,Niger (the),13.6,14,2010,8,1,3,NA,NA,NA,Km2,619100
2010,Earthquake,Ground movement,New Zealand,-43.522,171.83,2010,9,4,NA,6500000,NA,NA,Richter,7
2010,Flood,Flash flood,Pakistan,30.51,66.95,2010,7,21,60,NA,NA,NA,Km2,14180
2010,Flood,Riverine flood,Pakistan,36.03,72.08,2010,6,22,46,NA,NA,NA,Km2,9326
2010,Flood,Riverine flood,Peru,-4.68,-78.29,2010,2,10,20,NA,NA,NA,Km2,305800
2010,Flood,Riverine flood,Philippines (the),6.78,125.3,2010,5,28,27,NA,NA,NA,Km2,22340
2010,Flood,Riverine flood,Saudi Arabia,21.51,41.92,2010,7,23,14,NA,NA,NA,Km2,346200
2010,Flood,Riverine flood,Saudi Arabia,20.61,41.17,2010,7,10,10,NA,NA,NA,Km2,56000
2010,Flood,Riverine flood,Sudan (the),18.7,36.7,2010,7,10,33,NA,NA,NA,Km2,100400
2010,Flood,Riverine flood,Chad,11.385,14.63,2010,8,15,24,NA,NA,NA,Km2,38021
2010,Flood,Riverine flood,Thailand,15.03,102.2,2010,10,10,258,332000,NA,NA,Km2,3873
2010,Earthquake,Ground movement,Tajikistan,38.245,71.467,2010,1,2,NA,1500,NA,NA,Richter,5
2010,Earthquake,Ground movement,Turkey,38.864,39.986,2010,3,8,51,NA,NA,NA,Richter,6
2010,Earthquake,Ground movement,Taiwan (Province of China),22.918,120.795,2010,3,4,NA,1000000,NA,NA,Richter,6
2010,Flood,Riverine flood,Ukraine,48.59,24.79,2010,6,27,6,1900,NA,NA,Km2,34500
2010,Earthquake,Ground movement,United States of America (the),40.652,-124.6925,2010,1,10,NA,12500,NA,NA,Richter,7
2010,Flood,Riverine flood,United States of America (the),34.58,-95.1,2010,6,10,20,NA,NA,NA,Km2,NA
2010,Flood,Riverine flood,Viet Nam,12.52,108.9,2010,10,29,31,107700,NA,NA,Km2,33659
2010,Flood,Riverine flood,Viet Nam,15.1821,108.8,2010,11,12,50,256000,NA,NA,Km2,45584
2011,Flood,Riverine flood,Philippines (the),125.091,259.63,2011,3,14,16,280,NA,"Slide (land, mud, snow, rock)",Km2,25963
2011,Storm,Tropical cyclone,Mexico,22.11,-98.75,2011,6,30,22,70000,"Tropical Storm ""Arlene""","Slide (land, mud, snow, rock)",Kph,NA
2011,Earthquake,Tsunami,Japan,38.297,142.373,2011,3,11,19846,210000000,NA,Fire,Richter,9
2011,Flood,Riverine flood,Sri Lanka,7.60326,81.25,2011,1,5,47,200000,NA,"Slide (land, mud, snow, rock)",Km2,22133
2011,Flood,Riverine flood,Philippines (the),9.40044,125.78,2011,1,25,23,12411,NA,"Slide (land, mud, snow, rock)",Km2,3623
2011,Flood,Riverine flood,Philippines (the),8.306,125.21,2011,5,31,12,10666,NA,"Slide (land, mud, snow, rock)",Km2,71700
2011,Flood,Flash flood,Thailand,8.666,99.28,2011,3,23,64,317000,NA,"Slide (land, mud, snow, rock)",Km2,33575
2011,Flood,Riverine flood,Thailand,17.038,102.82,2011,8,5,813,40000000,NA,"Slide (land, mud, snow, rock)",Km2,96785
2011,Storm,Tropical cyclone,United States of America (the),40.186,-70.06,2011,8,27,46,7300000,Hurricane Irene,Flood,Kph,252912
2011,Earthquake,Ground movement,Japan,38.276,141.588,2011,4,7,2,NA,NA,NA,Richter,7
2011,Flood,Riverine flood,Kazakhstan,51.448,53.67,2011,4,9,2,67000,NA,NA,Km2,213195
2011,Flood,Riverine flood,Lao People's Democratic Republic (the),19.3801,101.56,2011,6,23,14,NA,NA,NA,Km2,36797
2011,Flood,Riverine flood,Sri Lanka,8.513,80.53,2011,2,1,18,300000,NA,NA,Km2,19891
2011,Flood,Riverine flood,Lesotho,-29.5025,28.08,2011,2,1,26,NA,NA,NA,Km2,19634
2011,Earthquake,Ground movement,Myanmar,20.687,99.822,2011,3,24,74,3600,NA,NA,Richter,7
2011,Flood,Riverine flood,Malaysia,-4.05208,104.67,2011,1,28,2,NA,NA,NA,Km2,62167
2011,Flood,Riverine flood,Namibia,-18.188,20.64,2011,3,1,108,12000,NA,NA,Km2,102874
2011,Flood,Riverine flood,Nigeria,12.5947,8.64,2011,7,15,20,NA,NA,NA,Km2,103000
2011,Flood,Riverine flood,Nigeria,8.7372,4.47,2011,8,26,120,NA,NA,NA,Km2,20013
2011,Earthquake,Ground movement,Nepal,27.73,88.155,2011,9,18,7,NA,NA,NA,Richter,7
2011,Flood,Riverine flood,Nepal,28.9081,82.28,2011,7,2,15,NA,NA,NA,Km2,46388
2011,Earthquake,Ground movement,New Zealand,-43.583,172.68,2011,2,22,181,15000000,NA,NA,Richter,6
2011,Earthquake,Ground movement,Pakistan,28.777,63.951,2011,1,18,2,NA,NA,NA,Richter,7
2011,Flood,Riverine flood,Pakistan,25.012,69.07,2011,8,12,509,2500000,NA,NA,Km2,32667
2011,Flood,Flash flood,Philippines (the),7.39811,126.05,2011,6,28,31,251,NA,NA,Km2,6361
2011,Flood,Riverine flood,Philippines (the),124.865,7.1,2011,2,1,11,NA,NA,NA,Km2,44521
2011,Flood,Riverine flood,Saudi Arabia,21.3521,39.94,2011,1,25,11,300000,NA,NA,Km2,30361
2011,Earthquake,Ground movement,Thailand,20.687,99.822,2011,3,24,1,NA,NA,NA,Richter,7
2011,Earthquake,Ground movement,Turkey,39.149,29.103,2011,5,19,3,244000,NA,NA,Richter,6
2011,Flood,Riverine flood,United States of America (the),34.1,-90.83,2011,5,1,1,NA,NA,NA,Km2,239421
2011,Earthquake,Ground movement,Uzbekistan,40.081,71.41,2011,7,19,13,NA,NA,NA,Richter,6
2009,Earthquake,Tsunami,Samoa,-15.489,-172.095,2009,9,29,148,124040,NA,Tsunami/Tidal wave,Richter,8
2009,Flood,Riverine flood,South Africa,-33.07,18.92,2009,7,12,11,NA,NA,NA,Km2,32700
2010,Flood,Riverine flood,Yemen,16.73,47.92,2010,7,10,15,NA,NA,"Slide (land, mud, snow, rock)",Km2,176300
2010,Storm,Tropical cyclone,Viet Nam,22.11,105.95,2010,7,23,10,NA,Typhoon Chanthu,"Slide (land, mud, snow, rock)",Kph,NA
2010,Flood,Riverine flood,Yemen,14.03,44.31,2010,5,5,7,NA,NA,NA,Km2,38890
2010,Earthquake,Ground movement,Serbia,43.76,20.73,2010,11,3,2,132260,NA,NA,Richter,6
2011,Flood,Riverine flood,Colombia,4.64,-73.94,2011,9,1,135,1290000,NA,"Slide (land, mud, snow, rock)",Km2,57194
2011,Volcanic activity,Ash fall,Indonesia,0.8,127.33,2011,12,4,3,NA,Mt. Gamalama,Flood,NA,NA
2011,Flood,Riverine flood,South Africa,-31.055,28.41,2011,1,1,40,211000,NA,NA,Km2,124636
2011,Flood,Riverine flood,Brazil,-30.34,-52.64,2011,7,23,3,NA,NA,NA,Km2,129795
2011,Earthquake,Ground movement,China,43.648,82.437,2011,11,1,NA,56400,NA,NA,Richter,6
2011,Flood,Riverine flood,China,37.417,109.53,2011,8,1,22,NA,NA,NA,Km2,1215862
2011,Flood,Riverine flood,Algeria,29.565,1.7,2011,10,1,10,779000,NA,NA,Km2,288785
2011,Flood,Riverine flood,Ghana,5.5847,-0.95,2011,10,26,14,NA,NA,NA,Km2,9829
2011,Earthquake,Ground movement,Guatemala,14.186,-90.238,2011,9,19,3,NA,NA,NA,Richter,6
2011,Earthquake,Ground movement,Indonesia,2.965,97.893,2011,9,5,10,5850,NA,NA,Richter,7
2011,Flood,Riverine flood,Indonesia,-4.39,137.83,2011,4,1,18,NA,NA,NA,Km2,17351
2011,Flood,Riverine flood,Indonesia,-7.379,110.24,2011,12,18,10,NA,NA,NA,Km2,2457
2011,Flood,Riverine flood,India,20.651,86,2011,9,23,239,930000,NA,NA,Km2,27751
2011,Flood,Riverine flood,India,26.59,92.18,2011,8,15,7,NA,NA,NA,Km2,50117
2011,Flood,Riverine flood,India,26.376,86.24,2011,8,15,204,NA,NA,NA,Km2,40941
2011,Flood,Riverine flood,India,28.524,80.93,2011,7,23,19,NA,NA,NA,Km2,85509
2012,Earthquake,Ground movement,Afghanistan,36.023,69.351,2012,6,11,73,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2012,Flood,Riverine flood,Bangladesh,22.1723,92.1,2012,6,24,139,NA,NA,"Slide (land, mud, snow, rock)",Km2,9560
2012,Flood,Riverine flood,China,33.4553,106.94,2012,6,22,91,1200000,NA,"Slide (land, mud, snow, rock)",Km2,2643786
2012,Flood,Riverine flood,Ecuador,-0.5987,-79.5,2012,1,1,29,NA,NA,"Slide (land, mud, snow, rock)",Km2,39793
2012,Flood,Riverine flood,Fiji,-17.784,178.08,2012,1,22,10,17000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2012,Flood,Flash flood,Georgia,42.0681,44.52,2012,5,12,5,3000,NA,"Slide (land, mud, snow, rock)",Km2,15849
2012,Flood,Riverine flood,Haiti,19.4433,-72.58,2012,4,8,9,NA,NA,"Slide (land, mud, snow, rock)",Km2,35152
2012,Flood,Riverine flood,India,26.5659,92.44,2012,6,26,120,NA,NA,"Slide (land, mud, snow, rock)",Km2,254935
2012,Flood,Riverine flood,India,30.1135,78.85,2012,8,4,30,110000,NA,"Slide (land, mud, snow, rock)",Km2,31390
2012,Flood,Riverine flood,India,31.3,76.85,2012,9,16,45,20000,NA,"Slide (land, mud, snow, rock)",Km2,37710
2012,Flood,Riverine flood,India,26.8,93.63,2012,9,19,21,98000,NA,"Slide (land, mud, snow, rock)",Km2,42597
2012,Flood,Riverine flood,Bulgaria,42.555,24.26,2012,2,1,5,4400,NA,Broken Dam/Burst bank,Km2,47137
2012,Flood,Riverine flood,Afghanistan,34.2696,64.19,2012,5,18,74,NA,NA,NA,Km2,21754
2012,Flood,Riverine flood,Afghanistan,37.0528,70,2012,5,12,20,NA,NA,NA,Km2,14162
2012,Flood,Riverine flood,Argentina,-27.5,-59.63,2012,11,20,6,NA,NA,NA,Km2,377212
2012,Flood,Riverine flood,Australia,-21.71,146.64,2012,1,22,2,225000,NA,NA,Km2,761154
2012,Flood,Riverine flood,Brazil,-10.4897,-67.99,2012,2,20,3,NA,NA,NA,Km2,172063
2012,Flood,Riverine flood,Canada,46.5994,-67.5,2012,3,25,NA,34000,NA,NA,Km2,544053
2012,Earthquake,Ground movement,Chile,-35.2,-72.217,2012,3,25,1,100000,NA,NA,Richter,7
2012,Flood,Riverine flood,Chile,-52.8256,-69.41,2012,3,1,NA,3100,Heavy rains,NA,Km2,88871
2012,Earthquake,Ground movement,China,27.767,100.781,2012,6,24,4,300000,NA,NA,Richter,6
2012,Earthquake,Ground movement,China,43.433,84.7,2012,6,29,NA,68000,NA,NA,Richter,6
2012,Earthquake,Ground movement,China,27.575,103.983,2012,9,7,81,1000000,NA,NA,Richter,6
2012,Earthquake,Ground movement,China,32.978,119.593,2012,7,20,1,NA,NA,NA,Richter,5
2012,Earthquake,Ground movement,China,38.745,88.098,2012,12,7,NA,96000,NA,NA,Richter,5
2012,Earthquake,Ground movement,China,39.383,81.307,2012,3,9,NA,84000,NA,NA,Richter,6
2012,Flood,Riverine flood,China,92.4515,106.49,2012,5,8,53,316333,NA,NA,Km2,105607
2012,Flood,Riverine flood,China,31.41,113.04,2012,7,9,58,600000,NA,NA,Km2,92141
2012,Flood,Riverine flood,Colombia,3.606,-73.07,2012,4,20,17,40000,NA,NA,Km2,74036
2012,Earthquake,Ground movement,Costa Rica,10.085,-85.315,2012,9,5,2,45000,NA,NA,Richter,8
2012,Flood,Riverine flood,Fiji,-17.7982,178.02,2012,3,29,5,72000,NA,NA,Km2,NA
2012,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),54.04,-2.13,2012,9,23,3,81000,NA,NA,Km2,8507
2012,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),53.45,-1.19,2012,11,21,4,1630000,NA,NA,Km2,NA
2012,Flood,Riverine flood,Greece,39.8677,21.01,2012,2,3,1,NA,NA,NA,Km2,9251
2012,Earthquake,Ground movement,Guatemala,13.988,-91.895,2012,11,7,44,210000,NA,NA,Richter,7
2012,Storm,Tropical cyclone,Haiti,19.1356,-72.28,2012,8,25,13,NA,Hurricane Isaac,NA,Kph,NA
2012,Earthquake,Ground movement,Indonesia,2.327,93.063,2012,4,11,7,NA,NA,NA,Richter,9
2012,Earthquake,Ground movement,Indonesia,-1.315,120.096,2012,8,18,6,NA,NA,NA,Richter,6
2013,Flood,Riverine flood,China,23.6387,114.46,2013,5,12,55,661000,NA,Lightening,Km2,84762
2013,Flood,Riverine flood,Brazil,-18.9538,-41.94,2013,12,17,64,540000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2013,Earthquake,Ground movement,China,34.512,104.262,2013,7,22,95,1000000,NA,"Slide (land, mud, snow, rock)",Richter,6
2013,Earthquake,Ground movement,China,28.2425,99.3502,2013,8,31,3,155000,NA,"Slide (land, mud, snow, rock)",Richter,6
2013,Earthquake,Ground movement,Indonesia,4.645,96.665,2013,7,2,48,130000,NA,"Slide (land, mud, snow, rock)",Richter,6
2013,Flood,Riverine flood,Indonesia,1.0256,124.51,2013,2,15,17,2000,NA,"Slide (land, mud, snow, rock)",Km2,28874
2013,Flood,Riverine flood,India,32.714,76.61,2013,6,12,6054,1100000,NA,"Slide (land, mud, snow, rock)",Km2,131743
2013,Storm,Tropical cyclone,China,22.7696,113.69,2013,8,15,88,2120000,Tropical storm Utor (Labuyo),Flood,Kph,98183
2013,Earthquake,Ground movement,Afghanistan,34.526,70.22,2013,4,24,18,NA,NA,NA,Richter,6
2013,Flood,Riverine flood,Afghanistan,36.9291,68.85,2013,4,25,20,NA,NA,NA,Km2,14653
2013,Flood,Riverine flood,Argentina,-34.4809,-58.68,2013,4,1,52,1300000,NA,NA,Km2,18135
2013,Flood,Riverine flood,Canada,51.24,-109.64,2013,6,20,4,5700000,NA,NA,Km2,307926
2013,Earthquake,Ground movement,China,25.98,99.812,2013,3,3,NA,56000,NA,NA,Richter,5
2013,Earthquake,Ground movement,China,30.308,102.888,2013,4,20,198,6800000,NA,NA,Richter,7
2013,Earthquake,Ground movement,China,31.066,110.412,2013,12,16,NA,6300,NA,NA,Richter,5
2013,Earthquake,Ground movement,China,25.953,99.782,2013,4,17,NA,38000,NA,NA,Richter,5
2013,Flood,Riverine flood,China,30.4563,104.02,2013,7,7,233,4621600,NA,NA,Km2,419827
2013,Flood,Riverine flood,China,35.9161,100.18,2013,8,18,43,457000,NA,NA,Km2,93532
2013,Storm,Tropical cyclone,China,25.8633,118.14,2013,7,13,1,253000,Tropical storm Ciramon,NA,Kph,101851
2013,Earthquake,Ground movement,Colombia,1.135,-77.393,2013,2,9,NA,4000,NA,NA,Richter,7
2013,Flood,Riverine flood,Cuba,22.9043,-81.4,2013,12,1,2,NA,NA,NA,Km2,7627
2013,Flood,Riverine flood,Germany,49.1358,12.11,2013,5,28,4,12900000,NA,NA,Km2,241204
2013,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),53.2732,-1.51,2013,12,27,2,1500000,NA,NA,Km2,126150
2013,Earthquake,Ground movement,Guatemala,14.6056,-92.1207,2013,9,7,1,2000,NA,NA,Richter,6
2013,Earthquake,Ground movement,Indonesia,4.927,95.907,2013,1,22,1,NA,NA,NA,Richter,6
2013,Earthquake,Ground movement,Indonesia,5.1033,95.9709,2013,10,22,1,NA,NA,NA,Richter,5
2013,Flood,Riverine flood,Indonesia,-6.17945,106.73,2013,1,17,34,3000000,NA,NA,Km2,1746
2013,Flood,Riverine flood,Indonesia,-0.86702,121.88,2013,1,3,8,NA,NA,NA,Km2,67600
2013,Flood,Riverine flood,Indonesia,4.48013,97.29,2013,12,28,NA,2000,NA,NA,Km2,22525
2013,Earthquake,Ground movement,India,33.061,75.863,2013,5,1,3,120000,NA,NA,Richter,6
2014,Landslide,Landslide,Bolivia (Plurinational State of),-13.3888,-64.01,2014,1,1,74,200000,NA,NA,NA,NA
2014,Flood,Riverine flood,France,43.9958,7.1,2014,1,19,4,NA,NA,NA,Km2,82989
2014,Earthquake,Ground movement,Greece,38.2082,20.4528,2014,1,26,NA,178000,NA,NA,Richter,6
2014,Volcanic activity,Ash fall,Indonesia,3.17,98.392,2014,2,1,32,83000,Mt. Sinabung,NA,NA,NA
2014,Flood,Riverine flood,Indonesia,-6.6324,107.71,2014,1,8,32,600000,NA,NA,Km2,35769
2011,Storm,Tropical cyclone,Philippines (the),8.526,124.88,2011,12,15,1439,38082,Tropical storm Washi (Sendong),Flood,Kph,NA
2011,Flood,Flash flood,Italy,44.422,9.33,2011,10,26,10,545000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2011,Flood,Riverine flood,Korea (the Republic of),37.851,126.87,2011,7,27,53,52000,NA,"Slide (land, mud, snow, rock)",Km2,17840
2011,Earthquake,Ground movement,New Zealand,-43.564,172.743,2011,6,13,1,3000000,NA,"Slide (land, mud, snow, rock)",Richter,6
2011,Flood,Riverine flood,Uganda,1.664,33.67,2011,8,20,27,NA,NA,"Slide (land, mud, snow, rock)",Km2,37846
2011,Flood,Riverine flood,Kenya,0.1257,35.57,2011,8,15,8,NA,NA,NA,Km2,20554
2011,Flood,Riverine flood,Kenya,0.385,36.12,2011,11,29,25,NA,NA,NA,Km2,9789
2011,Flood,Riverine flood,Cambodia,12.004,105.5,2011,8,10,247,521000,NA,NA,Km2,13466
2011,Earthquake,Ground movement,Mexico,17.986,-99.789,2011,12,11,2,NA,NA,NA,Richter,7
2011,Flood,Riverine flood,Niger (the),414.951,4.56,2011,8,10,7,NA,NA,NA,Km2,74520
2011,Earthquake,Ground movement,Peru,-14.438,-75.966,2011,10,28,1,NA,NA,NA,Richter,7
2011,Flood,Flash flood,Philippines (the),8.085,125.93,2011,11,9,NA,178881,NA,NA,Km2,3076
2011,Earthquake,Ground movement,Turkey,38.721,43.508,2011,10,23,604,1500000,NA,NA,Richter,7
2011,Earthquake,Ground movement,Turkey,38.429,43.229,2011,11,9,40,NA,NA,NA,Richter,6
2011,Flood,Riverine flood,"Tanzania, United Republic of",-6.917,39.04,2011,12,20,20,NA,NA,NA,Km2,5900
2011,Flood,Riverine flood,"Tanzania, United Republic of",-6.647,37.56,2011,4,9,8,NA,NA,NA,Km2,137262
2012,Storm,Tropical cyclone,India,11.82,78.08,2012,11,4,40,NA,Cyclone Nilam,Flood,Kph,NA
2012,Flood,Riverine flood,Sri Lanka,7.976,80.77,2012,12,17,53,1200,NA,"Slide (land, mud, snow, rock)",Km2,49084
2012,Earthquake,Ground movement,Myanmar,23.005,95.885,2012,11,11,38,1170,NA,"Slide (land, mud, snow, rock)",Richter,7
2012,Earthquake,Ground movement,Philippines (the),9.999,123.206,2012,2,6,113,8900,NA,"Slide (land, mud, snow, rock)",Richter,7
2012,Storm,Tropical cyclone,Korea (the Democratic People's Republic of),38.19,126.24,2012,8,28,59,NA,Typhoon Bolaven,Flood,Kph,NA
2012,Earthquake,Ground movement,Iran (Islamic Republic of),38.329,46.826,2012,8,11,306,500000,NA,NA,Richter,6
2012,Earthquake,Ground movement,Iran (Islamic Republic of),33.506,59.571,2012,12,5,6,NA,NA,NA,Richter,6
2012,Flood,Riverine flood,Iran (Islamic Republic of),36.53,54.26,2012,10,12,7,NA,NA,NA,Km2,11490
2012,Earthquake,Ground movement,Italy,44.89,11.23,2012,5,20,7,15800000,NA,NA,Richter,6
2012,Earthquake,Ground movement,Italy,44.851,11.086,2012,5,29,17,NA,NA,NA,Richter,6
2012,Flood,Riverine flood,Italy,43.1605,12.41,2012,11,11,4,15000,NA,NA,Km2,NA
2012,Flood,Riverine flood,Kenya,-0.191962,35.19,2012,4,20,73,100000,NA,NA,Km2,12660
2012,Earthquake,Ground movement,Mexico,16.493,-98.231,2012,3,20,2,320000,NA,NA,Richter,7
2012,Flood,Riverine flood,Myanmar,16.5919,97.85,2012,7,15,2,NA,NA,NA,Km2,219814
2012,Flood,Riverine flood,Nepal,28.524,83.83,2012,5,5,72,1000,NA,NA,Km2,4395
2012,Flood,Riverine flood,Pakistan,28.04,68.77,2012,8,NA,480,2500000,NA,NA,Km2,23036
2012,Flood,Riverine flood,Pakistan,35.03,73.52,2012,8,23,26,NA,NA,NA,Km2,98264
2012,Earthquake,Ground movement,Philippines (the),10.811,126.638,2012,8,31,1,3244,NA,NA,Richter,8
2012,Flood,Flash flood,Philippines (the),6.873,124.78,2012,6,9,1,NA,NA,NA,Km2,23516
2012,Flood,Riverine flood,Russian Federation (the),42.33,47.59,2012,10,9,7,NA,NA,NA,Km2,10482
2012,Flood,Riverine flood,Rwanda,-1.40095,29.36,2012,4,9,5,NA,NA,NA,Km2,43618
2012,Flood,Riverine flood,Saudi Arabia,20.5946,51.01,2012,4,14,19,NA,NA,NA,Km2,233126
2012,Flood,Riverine flood,Senegal,14.46,-15.49,2012,8,15,19,10000,NA,NA,Km2,79242
2012,Flood,Riverine flood,Somalia,4.94,44.89,2012,11,21,6,NA,NA,NA,Km2,12753
2012,Earthquake,Ground movement,Tajikistan,38.612,70.354,2012,5,13,2,NA,NA,NA,Richter,6
2012,Flood,Riverine flood,Taiwan (Province of China),24.0587,120.94,2012,6,9,6,16900,NA,NA,Km2,18940
2012,Flood,Riverine flood,"Tanzania, United Republic of",-1.83097,34.79,2012,3,1,10,NA,NA,NA,Km2,6852
2013,Storm,Tropical cyclone,Somalia,21.68,57.43,2013,11,8,162,2000,Cyclone 3A,Flood,Kph,NA
2013,Flood,Riverine flood,Kenya,2.46174,36.72,2013,3,10,96,36000,NA,"Slide (land, mud, snow, rock)",Km2,73170
2013,Flood,Riverine flood,Philippines (the),16.3191,121.14,2013,8,13,31,2190000,NA,"Slide (land, mud, snow, rock)",Km2,50412
2013,Flood,Riverine flood,Korea (the Democratic People's Republic of),39.6151,126.32,2013,7,12,51,NA,NA,"Slide (land, mud, snow, rock)",Km2,21695
2013,Earthquake,Tsunami,Solomon Islands,-10.799,165.114,2013,2,6,10,2000,NA,Tsunami/Tidal wave,Richter,8
2013,Flood,NA,India,27.387,94.92,2013,6,23,80,NA,NA,NA,Km2,38019
2013,Earthquake,Ground movement,Iran (Islamic Republic of),28.428,51.593,2013,4,9,37,600000,NA,NA,Richter,6
2013,Earthquake,Ground movement,Iran (Islamic Republic of),29.32,51.31,2013,11,28,8,NA,NA,NA,Richter,6
2013,Flood,Riverine flood,Italy,40.3,9.01,2013,11,18,18,780000,NA,NA,Km2,15699
2013,Flood,Riverine flood,Kenya,0.058024,36.52,2013,1,13,18,NA,NA,NA,Km2,71113
2013,Flood,Riverine flood,Sri Lanka,7.59777,80.92,2013,1,8,52,NA,NA,NA,Km2,26063
2013,Flood,Riverine flood,Macedonia (the former Yugoslav Republic of),42.0408,21.58,2013,2,24,1,NA,NA,NA,Km2,3700
2013,Flood,Riverine flood,Myanmar,18.3122,98.16,2013,7,25,7,NA,NA,NA,Km2,125251
2013,Flood,Riverine flood,Mozambique,-24.8006,32.68,2013,1,NA,119,30000,NA,NA,Km2,83155
2013,Flood,Flash flood,Mauritius,-20.2305,57.52,2013,3,30,11,2000,NA,NA,Km2,1680
2013,Flood,Riverine flood,Malawi,-15.6178,35.02,2013,1,NA,3,NA,NA,NA,Km2,20096
2013,Flood,Riverine flood,Malaysia,3.58444,102.36,2013,12,1,4,2000,NA,NA,Km2,106698
2013,Earthquake,Ground movement,New Zealand,-41.704,174.337,2013,7,21,NA,50000,NA,NA,Richter,7
2013,Earthquake,Ground movement,Pakistan,28.033,61.996,2013,4,16,41,NA,NA,NA,Richter,8
2013,Earthquake,Ground movement,Pakistan,26.951,65.5009,2013,9,24,399,100000,NA,NA,Richter,8
2013,Earthquake,Ground movement,Pakistan,27.1825,65.5052,2013,9,28,22,NA,NA,NA,Richter,7
2013,Flood,Riverine flood,Pakistan,28.7404,69.11,2013,8,7,234,1500000,NA,NA,Km2,462763
2013,Flood,Riverine flood,Peru,-20.3461,-69.09,2013,1,1,67,NA,NA,NA,Km2,577783
2013,Earthquake,Ground movement,Philippines (the),9.8796,124.1167,2013,10,15,230,51459,NA,NA,Richter,7
2013,Flood,Riverine flood,"Palestine, State of",32.83,36.45,2013,1,8,5,NA,NA,NA,Km2,29142
2013,Flood,Riverine flood,Russian Federation (the),50.0043,128.42,2013,8,1,NA,1000000,NA,NA,Km2,102479
2013,Flood,Riverine flood,Russian Federation (the),44.3289,39.25,2013,2,20,4,NA,NA,NA,Km2,2432
2013,Flood,Riverine flood,Saudi Arabia,27.41,44.81,2013,11,16,15,NA,NA,NA,Km2,NA
2013,Flood,Riverine flood,Sudan (the),13.6883,28.99,2013,8,1,76,7000,NA,NA,Km2,645400
2013,Flood,Riverine flood,Somalia,2.16964,43.66,2013,5,1,7,NA,NA,NA,Km2,243476
2013,Flood,Riverine flood,Thailand,7.2182,100.39,2013,11,20,23,NA,NA,NA,Km2,38676
2013,Earthquake,Ground movement,Taiwan (Province of China),23.789,121.141,2013,6,2,4,1100,NA,NA,Richter,6
2013,Earthquake,Ground movement,Taiwan (Province of China),23.828,121.215,2013,3,27,1,1000,NA,NA,Richter,6
